"You have no items in your shopping cart.","You have no items in your shopping cart."
"Please <a href=","Please <a href="
"Estimate Shipping and Tax","Estimate Shipping and Tax"
"Enter your destination to get a shipping estimate.","Enter your destination to get a shipping estimate."
"Country","Country"
"State/Province","State/Province"
"Please select region, state or province","Please select region, state or province"
"City","City"
"Zip/Postal Code","Zip/Postal Code"
"Get a Quote","Get a Quote"
"Update Total","Update Total"
"My Cart","My Cart"
"There is <a href=","There is <a href="
"There are <a href=","There are <a href="
"Cart Subtotal:","Cart Subtotal:"
"Checkout","Checkout"
"Recently added item(s)","Recently added item(s)"
"Ship to Multiple Addresses","Ship to Multiple Addresses"
"Enter a New Address","Enter a New Address"
"Please select shipping address for applicable items","Please select shipping address for applicable items"
"Send to","Send to"
"Update Qty &amp; Addresses","Update Qty &amp; Addresses"
"Shipping selection is not applicable","Shipping selection is not applicable"
"&laquo; Back to Shopping Cart","&laquo; Back to Shopping Cart"
"Continue to Shipping Information","Continue to Shipping Information"
"Billing Information","Billing Information"
"Billing Address","Billing Address"
"Change","Change"
"Payment Method","Payment Method"
"Card Verification Number Visual Reference","Card Verification Number Visual Reference"
"Back to Shipping Information","Back to Shipping Information"
"Continue to Review Your Order","Continue to Review Your Order"
"Checkout with Multiple Addresses","Checkout with Multiple Addresses"
"Review Order","Review Order"
"Shipping Information","Shipping Information"
"Address %s of %s","Address %s of %s"
"Edit Items","Edit Items"
"Price","Price"
"Other items in your order","Other items in your order"
"Submitting order information...","Submitting order information..."
"Grand Total:","Grand Total:"
"Place Order","Place Order"
"&laquo; Back to Billing Information","&laquo; Back to Billing Information"
"Please agree to all Terms and Conditions before placing the orders.","Please agree to all Terms and Conditions before placing the orders."
"Select Shipping Method","Select Shipping Method"
"Shipping Method","Shipping Method"
"Sorry, no quotes are available for this order at this time.","Sorry, no quotes are available for this order at this time."
"&laquo; Back to Select Addresses","&laquo; Back to Select Addresses"
"Continue to Billing Information","Continue to Billing Information"
"Order Success","Order Success"
"We are processing your order and you will soon receive an email with details of the order. Once the order has shipped you will receive another email with a link to track its progress.","We are processing your order and you will soon receive an email with details of the order. Once the order has shipped you will receive another email with a link to track its progress."
"Your order number is ","Your order number is "
"Select a billing address from your address book or enter a new address.","Select a billing address from your address book or enter a new address."
"Company","Company"
"Address","Address"
"Street Address","Street Address"
"Street Address ","Street Address "
"Fax","Fax"
"Password","Password"
"Confirm Password","Confirm Password"
"Save in address book","Save in address book"
"Ship to different address","Ship to different address"
"Continue","Continue"
"Loading next step...","Loading next step..."
"Select State/Province...","Select State/Province..."
"An error occurred in the process of payment","An error occurred in the process of payment"
"Proceed to Checkout","Proceed to Checkout"
"Register to Create an Account","Register to Create an Account"
"Register with us for future convenience:","Register with us for future convenience:"
"Register and save time!","Register and save time!"
"Fast and easy check out","Fast and easy check out"
"Easy access to your order history and status","Easy access to your order history and status"
"Checkout as Guest","Checkout as Guest"
"Register","Register"
"Already registered?","Already registered?"
"Please log in below:","Please log in below:"
"Your Checkout Progress","Your Checkout Progress"
"Shipping Address","Shipping Address"
"Shipping method has not been selected yet","Shipping method has not been selected yet"
"Edit Your Cart","Edit Your Cart"
"Select a shipping address from your address book or enter a new address.","Select a shipping address from your address book or enter a new address."
"Use Billing Address","Use Billing Address"
"My Dashboard","My Dashboard"
"My Account","My Account"
"Address Book","Address Book"
"Add New Address","Add New Address"
"Default Addresses","Default Addresses"
"Change Billing Address","Change Billing Address"
"You have no default billing address in your address book.","You have no default billing address in your address book."
"Change Shipping Address","Change Shipping Address"
"You have no default shipping address in your address book.","You have no default shipping address in your address book."
"You have no additional address entries in your address book.","You have no additional address entries in your address book."
"Use as my default billing address","Use as my default billing address"
"Use as my default shipping address","Use as my default shipping address"
"Save Address","Save Address"
"New Address Entry","New Address Entry"
"This is My Primary %s Address","This is My Primary %s Address"
"Use as My Primary %s Address","Use as My Primary %s Address"
"Change Account Password","Change Account Password"
"Current Password","Current Password"
"New Password","New Password"
"Confirm New Password","Confirm New Password"
"Save Password","Save Password"
"Send confirmation link","Send confirmation link"
"Retrieve your confirmation link here","Retrieve your confirmation link here"
"Please enter your email below and we\'ll send you confirmation link for it.","Please enter your email below and we\'ll send you confirmation link for it."
"Edit Account Information","Edit Account Information"
"Change Password","Change Password"
"Forgot Your Password?","Forgot Your Password?"
"Retrieve your password here","Retrieve your password here"
"Please enter your email below and we\'ll send you a new password.","Please enter your email below and we\'ll send you a new password."
"Log in or Create an Account","Log in or Create an Account"
"New Customers","New Customers"
"By creating an account with our store, you will be able to move through the checkout process faster, store multiple shipping addresses, view and track your orders in your account and more.","By creating an account with our store, you will be able to move through the checkout process faster, store multiple shipping addresses, view and track your orders in your account and more."
"Create an Account","Create an Account"
"Registered Customers","Registered Customers"
"If you have an account with us, please log in.","If you have an account with us, please log in."
"Keep me logged in","Keep me logged in"
"Sign up for our newsletter","Sign up for our newsletter"
"Newsletter Subscription","Newsletter Subscription"
"General Subscription","General Subscription"
"Sign Up for Newsletter","Sign Up for Newsletter"
"Address Information","Address Information"
"Login Information","Login Information"
"Order #%s (%s)","Order #%s (%s)"
"Items Order","Items Order"
"Ext. Price","Ext. Price"
"Grand Total: %s","Grand Total: %s"
"Date of Birth","Date of Birth"
"Day","Day"
"DD","DD"
"Month","Month"
"MM","MM"
"Year","Year"
"YYYY","YYYY"
"Prefix","Prefix"
"First Name","First Name"
"M.I.","M.I."
"Last Name","Last Name"
"Suffix","Suffix"
"Tax/VAT number","Tax/VAT number"
"Currency","Currency"
"Your current currency is: %s","Your current currency is: %s"
"Continue &raquo;","Continue &raquo;"
"Go to <a href=","Go to <a href="
"Item","Item"
"Sku","Sku"
"From:","From:"
"To:","To:"
"Discount ","Discount "
"Shipping & Handling","Shipping & Handling"
"You are receiving this notification because you subscribed to receive alerts when the prices for the following products changed:","You are receiving this notification because you subscribed to receive alerts when the prices for the following products changed:"
"Price:","Price:"
"Special price:","Special price:"
"Click here not to receive alerts for this product","Click here not to receive alerts for this product"
"Unsubscribe from all price alerts","Unsubscribe from all price alerts"
"You are receiving this notification because you subscribed to receive alerts when the following products are back in stock:","You are receiving this notification because you subscribed to receive alerts when the following products are back in stock:"
"Unsubscribe from all stock alerts","Unsubscribe from all stock alerts"
"(ver. %s)","(ver. %s)"
"Skip to Main Content","Skip to Main Content"
"Items %s to %s of %s total","Items %s to %s of %s total"
"%s Item(s)","%s Item(s)"
"Page:","Page:"
"Previous Page","Previous Page"
"Next Page","Next Page"
"Show","Show"
"Your Language","Your Language"
"Your Language:","Your Language:"
"Select Store","Select Store"
"--Please Select--","--Please Select--"
"<label>Make Check payable to</label>: %s","<label>Make Check payable to</label>: %s"
"Your billing address will be ignored and you will be redirected to PayPal website","Your billing address will be ignored and you will be redirected to PayPal website"
"No shipping method required.","No shipping method required."
"Please select a shipping method...","Please select a shipping method..."
"Update Shipping Method","Update Shipping Method"
"Change Payment Method","Change Payment Method"
"PayPal Account","PayPal Account"
"Edit Shopping Cart","Edit Shopping Cart"
"Place an Order","Place an Order"
"You will be redirected to PayPal website when you place an order.","You will be redirected to PayPal website when you place an order."
"Your billing address will be ignored and you will be redirected to PayPal UK website","Your billing address will be ignored and you will be redirected to PayPal UK website"
"PayPal Uk Account","PayPal Uk Account"
"My Product Reviews","My Product Reviews"
"View Details","View Details"
"You have submitted no reviews.","You have submitted no reviews."
"My Recent Reviews","My Recent Reviews"
"View All Reviews","View All Reviews"
"Rating:","Rating:"
"Average Customer Rating:","Average Customer Rating:"
"Your Rating:","Your Rating:"
"Your Review (submitted on %s):","Your Review (submitted on %s):"
"Back to My Reviews","Back to My Reviews"
"%d Review(s)","%d Review(s)"
"Add Your Review","Add Your Review"
"Use Your Rewards Points!","Use Your Rewards Points!"
"Your redemptions:","Your redemptions:"
"You have applied no redemptions to this cart.","You have applied no redemptions to this cart."
"More ways to redeem:","More ways to redeem:"
"You cannot spend more points on this cart.","You cannot spend more points on this cart."
"Points you will earn:","Points you will earn:"
"No extra points to earn on this cart.","No extra points to earn on this cart."
"You Will Earn:","You Will Earn:"
"You Will Spend:","You Will Spend:"
"Not Enough Points!","Not Enough Points!"
"Point Amount:","Point Amount:"
"Currency:","Currency:"
"Comment:","Comment:"
"Send to Friend","Send to Friend"
"There are currently no products you can purchase using your points.","There are currently no products you can purchase using your points."
"Manage My Points","Manage My Points"
"Log-in or create a new account","Log-in or create a new account"
"Points Summary","Points Summary"
"My Points & Rewards","My Points & Rewards"
"You have <strong>%s</strong> in your account.","You have <strong>%s</strong> in your account."
"Take a look at our rewards catalog today.","Take a look at our rewards catalog today."
"View Review","View Review"
"You have no transfers.","You have no transfers."
"Free using <b>%s!</b>","Free using <b>%s!</b>"
"As low as <b>%s</b> using <b>%s</b>","As low as <b>%s</b> using <b>%s</b>"
"Earn %s","Earn %s"
"You have ","You have "
"You could receive %s for writing ","You could receive %s for writing "
"Customer Name: %s","Customer Name: %s"
"Purchased From: %s","Purchased From: %s"
"Back to My Orders","Back to My Orders"
"My Orders - Details","My Orders - Details"
"Print All Invoices","Print All Invoices"
"Order #%s","Order #%s"
"Invoice #%s","Invoice #%s"
"Print Invoice","Print Invoice"
"Items Ordered","Items Ordered"
"Qty Ordered","Qty Ordered"
"Qty Shipped","Qty Shipped"
"Order Subtotal","Order Subtotal"
"Order ##","Order ##"
"Ship to","Ship to"
"Order Total","Order Total"
"Order Status","Order Status"
"Track Order","Track Order"
"Reorder","Reorder"
"You have placed no orders.","You have placed no orders."
"Order #%s - %s","Order #%s - %s"
"Subscribe to Order Status","Subscribe to Order Status"
"Print Order","Print Order"
"About This Order:","About This Order:"
"Order Date: %s","Order Date: %s"
"No shipping information available","No shipping information available"
"SKU","SKU"
"Ordered","Ordered"
"Shipped","Shipped"
"Canceled","Canceled"
"Grand Total to be charged","Grand Total to be charged"
"Discount :","Discount :"
"Recent Orders","Recent Orders"
"View All","View All"
"Track your order","Track your order"
"Gift Message for this Order","Gift Message for this Order"
"About Your Order","About Your Order"
"Last ordered items","Last ordered items"
"Shipment #","Shipment #"
"Tracking Number:","Tracking Number:"
"Carrier:","Carrier:"
"Error:","Error:"
" for more information or email us at "," for more information or email us at "
"Info:","Info:"
"Track:","Track:"
"Status:","Status:"
"Delivered on:","Delivered on:"
"Signed by:","Signed by:"
"Delivered to:","Delivered to:"
"Shipped or billed on:","Shipped or billed on:"
"Service Type:","Service Type:"
"Weight:","Weight:"
"N/A","N/A"
"Location","Location"
"Local Time","Local Time"
"Description","Description"
"There is no tracking available for this shipment.","There is no tracking available for this shipment."
"There is no tracking available.","There is no tracking available."
"Edit Tag","Edit Tag"
"Tag Information","Tag Information"
"Back to view Tag","Back to view Tag"
"Save Tag","Save Tag"
"My Recent Tags","My Recent Tags"
"Tags:","Tags:"
"Click on a tag to view your corresponding products.","Click on a tag to view your corresponding products."
"You have not tagged any products yet.","You have not tagged any products yet."
"Tag Name: %s","Tag Name: %s"
"Delete Tag","Delete Tag"
"Unable to find any products tagged with ","Unable to find any products tagged with "
"Back to Tags List","Back to Tags List"
"RSS link to %s","RSS link to %s"
"Category Information","Category Information"
"Store View","Store View"
"Keywords","Keywords"
"Meta Keywords","Meta Keywords"
"Meta Description","Meta Description"
"Comment Information","Comment Information"
"Unapproved","Unapproved"
"Points Currency Information","Points Currency Information"
"Currency Information","Currency Information"
"Points Appearance","Points Appearance"
"Group","Group"
"Customer Since","Customer Since"
"Make Transfer","Make Transfer"
"Subscribe to newsletter","Subscribe to newsletter"
"Unsubscribe from newsletter","Unsubscribe from newsletter"
"Give Points","Give Points"
"Quantity","Quantity"
"Are you sure you want to create the transfer for all selected customers?","Are you sure you want to create the transfer for all selected customers?"
"Deduct Points","Deduct Points"
"Catalog Points Distribution Rules","Catalog Points Distribution Rules"
"Add New Catalog Distribution Rule","Add New Catalog Distribution Rule"
"Save and Apply","Save and Apply"
"Catalog Points Redemption Rules","Catalog Points Redemption Rules"
"Add New Catalog Redemption Rule","Add New Catalog Redemption Rule"
"Shopping Cart Points Distributions Rules","Shopping Cart Points Distributions Rules"
"Add New Cart Distributions Rule","Add New Cart Distributions Rule"
"Coupon Code","Coupon Code"
"Shopping Cart Points Redemption Rules","Shopping Cart Points Redemption Rules"
"Add New Cart Redemption Rule","Add New Cart Redemption Rule"
"Rule Information","Rule Information"
"Special Rule Edit","Special Rule Edit"
"Conditions","Conditions"
"Transfer Information","Transfer Information"
"Reference Order","Reference Order"
"Reference Poll","Reference Poll"
"Reference Friend","Reference Friend"
"Reference Review/Rating","Reference Review/Rating"
"Reference Other Transfer","Reference Other Transfer"
"Reference Product Tag","Reference Product Tag"
"Shipment","Shipment"
"Ship Bundle Items","Ship Bundle Items"
"Separately","Separately"
"Together","Together"
"Bundle Items","Bundle Items"
"ID: %s","ID: %s"
"Set root category for this store in the <a href=","Set root category for this store in the <a href="
"If you do not specify an option value for a specific store view then the default (Admin) value will be used.","If you do not specify an option value for a specific store view then the default (Admin) value will be used."
"Manage Titles (Size, Color, etc.)","Manage Titles (Size, Color, etc.)"
"Manage Options (values of your attribute)","Manage Options (values of your attribute)"
"Position","Position"
"Is Default","Is Default"
"Failed","Failed"
"Options is required","Options is required"
"Product Categories","Product Categories"
"Bundle with dynamic pricing cannot include custom defined options. Options will not be saved.","Bundle with dynamic pricing cannot include custom defined options. Options will not be saved."
"Custom Options","Custom Options"
"Product In Websites","Product In Websites"
"Items that you don","Items that you don"
"(Copy data from: %s)","(Copy data from: %s)"
"Image type and information need to be specified for each store view.","Image type and information need to be specified for each store view."
"Image","Image"
"Label","Label"
"Roll Over for preview","Roll Over for preview"
"Use Default Value","Use Default Value"
"No image","No image"
"Product Alerts","Product Alerts"
"Inventory","Inventory"
"Manage Stock","Manage Stock"
"Yes","Yes"
"No","No"
"Use Config Settings","Use Config Settings"
"[GLOBAL]","[GLOBAL]"
"Qty for Item\'s Status to become Out of Stock","Qty for Item\'s Status to become Out of Stock"
"Minimum Qty Allowed in Shopping Cart","Minimum Qty Allowed in Shopping Cart"
"Maximum Qty Allowed in Shopping Cart","Maximum Qty Allowed in Shopping Cart"
"Qty Uses Decimals","Qty Uses Decimals"
"Backorders","Backorders"
"Notify for Quantity Below","Notify for Quantity Below"
"Stock Availability","Stock Availability"
"Sales Statistics","Sales Statistics"
"Store","Store"
"Lifetime Sales","Lifetime Sales"
"Average Sale","Average Sale"
"All Store Views","All Store Views"
"Attribute","Attribute"
"Google Base Attribute","Google Base Attribute"
"Attributes","Attributes"
"Please, select Attribute Set and Google Item Type to load attributes","Please, select Attribute Set and Google Item Type to load attributes"
"Invoiced","Invoiced"
"Refunded","Refunded"
"Comment Text","Comment Text"
"Notify Customer","Notify Customer"
"Notified","Notified"
"Not Notified","Not Notified"
"Order Comments","Order Comments"
"Order Currency:","Order Currency:"
"Order History","Order History"
"Order Totals","Order Totals"
"Add a gift message for the <strong>entire order</strong>","Add a gift message for the <strong>entire order</strong>"
"Add a gift message for <strong>each gift item</strong>","Add a gift message for <strong>each gift item</strong>"
"Customer\'s Current Activities","Customer\'s Current Activities"
"Append Comments","Append Comments"
"Email Order Confirmation","Email Order Confirmation"
"Submit Order","Submit Order"
"Discount (%s)","Discount (%s)"
"Total Due","Total Due"
"Total Paid","Total Paid"
"Total Refunded","Total Refunded"
"Shipping &amp; Handling","Shipping &amp; Handling"
"Total Tax","Total Tax"
"Gift Message for Entire Order","Gift Message for Entire Order"
"From Name","From Name"
"To Name","To Name"
"Add Order Comments","Add Order Comments"
"Order confirmation email sent","Order confirmation email sent"
"Order confirmation email not sent","Order confirmation email not sent"
"Order # %s","Order # %s"
"Order Date","Order Date"
"Order Date (%s)","Order Date (%s)"
"Purchased From","Purchased From"
"Link to the new order","Link to the new order"
"Link to the previous order","Link to the previous order"
"Placed from IP","Placed from IP"
"%s / %s rate:","%s / %s rate:"
"Customer Name","Customer Name"
"Customer Group","Customer Group"
"TAX/VAT Number","TAX/VAT Number"
"Item Status","Item Status"
"Original Price","Original Price"
"Tax Percent","Tax Percent"
"Discount Amount","Discount Amount"
"Row Total","Row Total"
"Tracking Number","Tracking Number"
"Please make sure that your changes were saved before running the profile.","Please make sure that your changes were saved before running the profile."
"Your server PHP settings allow you to upload files not more than %s at a time. Please modify post_max_size (currently is %s) and upload_max_filesize (currently is %s) values in php.ini if you want to upload larger files.","Your server PHP settings allow you to upload files not more than %s at a time. Please modify post_max_size (currently is %s) and upload_max_filesize (currently is %s) values in php.ini if you want to upload larger files."
"Import","Import"
"Default Values","Default Values"
"Interactive","Interactive"
"Profile Information","Profile Information"
"Entity type:","Entity type:"
"Products","Products"
"Customers","Customers"
"Direction:","Direction:"
"Export","Export"
"Store:","Store:"
"Default (Admin) Values","Default (Admin) Values"
"(Products will be added/updated to this store if ","(Products will be added/updated to this store if "
"Add Field with URL:","Add Field with URL:"
"Number of records:","Number of records:"
"(You have to increase php memory_limit before changing this value)","(You have to increase php memory_limit before changing this value)"
"Decimal separator:","Decimal separator:"
"File Information","File Information"
"Data transfer:","Data transfer:"
"Local/Remote Server","Local/Remote Server"
"Archive file name:","Archive file name:"
"(If left empty will be auto-generated)","(If left empty will be auto-generated)"
"Type:","Type:"
"Local Server","Local Server"
"Remote FTP","Remote FTP"
"File name:","File name:"
"Path:","Path:"
"(Absolute path or Relative to Magento install root, ex. var/export)","(Absolute path or Relative to Magento install root, ex. var/export)"
"FTP Host[:Port]","FTP Host[:Port]"
"User name","User name"
"Passive mode","Passive mode"
"Data Format","Data Format"
"MS Excel XML","MS Excel XML"
"CSV / Tab separated","CSV / Tab separated"
"Spreadsheet Name:","Spreadsheet Name:"
"(Leave empty for first spreadsheet)","(Leave empty for first spreadsheet)"
"Value Delimiter:","Value Delimiter:"
"(\\t for tab)","(\\t for tab)"
"Enclose Values In:","Enclose Values In:"
"Warning! Empty value can cause problems with CSV format.","Warning! Empty value can cause problems with CSV format."
"Original Magento attribute names in first row:","Original Magento attribute names in first row:"
"(When ","(When "
"Export:","Export:"
"All fields","All fields"
"Only mapped fields","Only mapped fields"
"Field Mapping","Field Mapping"
"In Database:","In Database:"
"In File:","In File:"
"Export Filters","Export Filters"
"(Starting with)","(Starting with)"
"SKU:","SKU:"
"Attribute Set Name:","Attribute Set Name:"
"to","to"
"Stock Quantity:","Stock Quantity:"
"Visibility:","Visibility:"
"First Name:","First Name:"
"Last Name:","Last Name:"
"Group:","Group:"
"Address Type:","Address Type:"
"Phone:","Phone:"
"Zip/Postal Code:","Zip/Postal Code:"
"Country:","Country:"
"State/Province:","State/Province:"
"(For US 2-letter state names)","(For US 2-letter state names)"
"Customer Since:","Customer Since:"
"Date selector","Date selector"
"Old rate:","Old rate:"
"Load default template","Load default template"
"Template","Template"
"Locale","Locale"
"Are you sure that you want to strip tags?","Are you sure that you want to strip tags?"
"Email Preview","Email Preview"
"Add New Class","Add New Class"
"Add New Tax Rate","Add New Tax Rate"
"Add New Tax Rule","Add New Tax Rule"
"Images","Images"
"Big Image","Big Image"
"Thumbnail","Thumbnail"
"As low as","As low as"
"Compare Products","Compare Products"
"Print This Page","Print This Page"
"Remove Product","Remove Product"
"Add to My Wishlist","Add to My Wishlist"
"Compare Products - %d Items","Compare Products - %d Items"
"Are you sure you would like to remove this item from the compare products?","Are you sure you would like to remove this item from the compare products?"
"Clear All","Clear All"
"Compare Items","Compare Items"
"You have no items to compare.","You have no items to compare."
"Related Products","Related Products"
"select all","select all"
"unselect all","unselect all"
"Previous","Previous"
"View as","View as"
"Sort by","Sort by"
"Set Ascending Direction","Set Ascending Direction"
"Set Descending Direction","Set Descending Direction"
"You may also be interested in the following product(s)","You may also be interested in the following product(s)"
"Add Items to Cart","Add Items to Cart"
"Double click on above image to view full picture","Double click on above image to view full picture"
"Zoom Out","Zoom Out"
"Zoom In","Zoom In"
"More Views","More Views"
"Old Price:","Old Price:"
"Buy %1$s for %2$s (%3$s incl. tax) each","Buy %1$s for %2$s (%3$s incl. tax) each"
"Buy %1$s for %2$s","Buy %1$s for %2$s"
"%1$s incl tax.","%1$s incl tax."
"each","each"
"Total incl. Tax: %1$s","Total incl. Tax: %1$s"
"Buy %1$s for %2$s each","Buy %1$s for %2$s each"
"save","save"
"Remove item","Remove item"
"Select Address","Select Address"
"Default Billing","Default Billing"
"Default Shipping","Default Shipping"
"Manage Addresses","Manage Addresses"
"Primary Shipping Address","Primary Shipping Address"
"Hello, %s!","Hello, %s!"
"From your My Account Dashboard you have the ability to view a snapshot of your recent account activity and update your account information. Select a link below to view or edit information.","From your My Account Dashboard you have the ability to view a snapshot of your recent account activity and update your account information. Select a link below to view or edit information."
"Newsletters","Newsletters"
"You are currently subscribed to ","You are currently subscribed to "
"You are currently not subscribed to any newsletter.","You are currently not subscribed to any newsletter."
"Edit Newsletters","Edit Newsletters"
"You are currently subscribed to our newsletter.","You are currently subscribed to our newsletter."
"sample","sample"
"Availability: In stock.","Availability: In stock."
"Availability: Out of stock.","Availability: Out of stock."
"My Downloadable Products","My Downloadable Products"
"Remaining Downloads","Remaining Downloads"
"Start Download","Start Download"
"You have not purchased any downloadable products yet.","You have not purchased any downloadable products yet."
"Discount%s","Discount%s"
"Adjustment Refund","Adjustment Refund"
"Adjustment Fee","Adjustment Fee"
"Shipped By","Shipped By"
"%s Review(s)","%s Review(s)"
"Customer Reviews","Customer Reviews"
"Review by %s","Review by %s"
"(Posted on %s)","(Posted on %s)"
"Back to Main Product Info","Back to Main Product Info"
"You cannot use points until you login or create a new account.","You cannot use points until you login or create a new account."
"You don","You don"
"costs","costs"
"You will earn %s for buying this product","You will earn %s for buying this product"
"Print All Refunds","Print All Refunds"
"Refund #","Refund #"
"Print Refund","Print Refund"
"Items Refunded","Items Refunded"
"Shipping","Shipping"
"Gift Certificate","Gift Certificate"
"Invoice #","Invoice #"
"Items Invoiced","Items Invoiced"
"Qty Invoiced","Qty Invoiced"
"Refunds","Refunds"
"Refund #%s","Refund #%s"
"Invoices","Invoices"
"Print All Shipments","Print All Shipments"
"Shipment #%s","Shipment #%s"
"Items Shipped","Items Shipped"
"Track all shipments","Track all shipments"
"Print Shipment","Print Shipment"
"Track this shipment","Track this shipment"
"Tracking Number(s)","Tracking Number(s)"
"Stock","Stock"
"Out of stock.","Out of stock."
"Sale items %s to %s of %s.","Sale items %s to %s of %s."
"Showing %s Item(s) on sale.","Showing %s Item(s) on sale."
"Currency Appearance","Currency Appearance"
"Image Path (relative to store skin)","Image Path (relative to store skin)"
"Image Width (px)","Image Width (px)"
"Image Height (px)","Image Height (px)"
"Print Points on Image","Print Points on Image"
"Font Path (relative to store skin)","Font Path (relative to store skin)"
"Font Size (pt)","Font Size (pt)"
"Font Color (numeric)","Font Color (numeric)"
"Currency Caption","Currency Caption"
"Plural Currency Caption","Plural Currency Caption"
"Currency Value","Currency Value"
"Catalog Points Redemption Rule","Catalog Points Redemption Rule"
"Catalog Points Distribution Rule","Catalog Points Distribution Rule"
"Shopping Cart Points Redemption Rule","Shopping Cart Points Redemption Rule"
"Shopping Cart Points Distribution Rule","Shopping Cart Points Distribution Rule"
"Update prices using the following information","Update prices using the following information"
"Grant Points","Grant Points"
"Amount","Amount"
"Customer...","Customer..."
"Customer Group Is... ","Customer Group Is... "
"Date is After...","Date is After..."
"Date is Before...","Date is Before..."
"Date is Before: ","Date is Before: "
"General Information","General Information"
"Websites","Websites"
"Public In RSS Feed","Public In RSS Feed"
"Points Currency","Points Currency"
"Transfer Style","Transfer Style"
"Points Amount","Points Amount"
"Meta Data","Meta Data"
"Advanced Post Options","Advanced Post Options"
"Post Date","Post Date"
"Successfully cancelled transfer ID #","Successfully cancelled transfer ID #"
"Could not successfully revoke points associated with cancelled order.","Could not successfully revoke points associated with cancelled order."
"Item Discounts","Item Discounts"
"Default Title","Default Title"
"Store View Title","Store View Title"
"Input Type","Input Type"
"Is Required","Is Required"
"Scripts Install URL","Scripts Install URL"
"Install Scripts","Install Scripts"
"Groups","Groups"
"Double click on a group to rename it","Double click on a group to rename it"
"Unassigned Attributes","Unassigned Attributes"
"A name is required","A name is required"
"This group contains system attributes. Please move system attributes to another group and try again.","This group contains system attributes. Please move system attributes to another group and try again."
"This group contains attributes, used in configurable products. Please move these attributes to another group and try again.","This group contains attributes, used in configurable products. Please move these attributes to another group and try again."
"Please enter a new group name","Please enter a new group name"
"Attribute group with the \"/name/\" name already exists","Attribute group with the \"/name/\" name already exists"
"Unable to complete request. Please try again later.","Unable to complete request. Please try again later."
"You cannot remove system attribute from this set.","You cannot remove system attribute from this set."
"Empty","Empty"
"Attribute group with the \","Attribute group with the \"
"Update attributes","Update attributes"
"Minimum Qty for Item\'s Status to be Out of Stock","Minimum Qty for Item\'s Status to be Out of Stock"
"In Stock","In Stock"
"Out of Stock","Out of Stock"
"Add Product To Websites","Add Product To Websites"
"Remove Product From Websites","Remove Product From Websites"
"Select type of option","Select type of option"
"and above","and above"
"Create Simple Associated Product","Create Simple Associated Product"
"Super product attributes configuration","Super product attributes configuration"
"Price values for options should be specified in system base currency.","Price values for options should be specified in system base currency."
"Attrribute names can be specified per store.","Attrribute names can be specified per store."
"Attribute Name:","Attribute Name:"
"Option:","Option:"
"Fixed","Fixed"
"Percentage","Percentage"
"Product with this combination of attributes already associated to configurable.","Product with this combination of attributes already associated to configurable."
"Links can be purchased separately","Links can be purchased separately"
"Max. Downloads","Max. Downloads"
"Shareable","Shareable"
"Sample","Sample"
"Conversion Page URL","Conversion Page URL"
"Please copy and paste this value to experiment edit form","Please copy and paste this value to experiment edit form"
"Apply Coupon Code","Apply Coupon Code"
"Apply","Apply"
"Select from existing customer addresses:","Select from existing customer addresses:"
"Same As Billing Address","Same As Billing Address"
"Shipping address selection is not applicable","Shipping address selection is not applicable"
"No ordered items","No ordered items"
"Update Items and Qty\'s","Update Items and Qty\'s"
"Row Subtotal","Row Subtotal"
"Gift","Gift"
"Total %d product(s)","Total %d product(s)"
"Subtotal:","Subtotal:"
"Tier Pricing","Tier Pricing"
"Custom Price","Custom Price"
"Move to Shopping Cart","Move to Shopping Cart"
"Subscribe to Newsletter","Subscribe to Newsletter"
"Refresh","Refresh"
"Add To Order","Add To Order"
"No items","No items"
"Payment Information","Payment Information"
"Order was placed using %s","Order was placed using %s"
"Refund Amount","Refund Amount"
"Total Shipping Charges","Total Shipping Charges"
"Items to Refund","Items to Refund"
"Return to Stock","Return to Stock"
"Qty to Refund","Qty to Refund"
"No Items To Refund","No Items To Refund"
"Credit Memo Comments","Credit Memo Comments"
"Refund Totals","Refund Totals"
"Email Copy of Credit Memo","Email Copy of Credit Memo"
"No Items","No Items"
"Credit Memo History","Credit Memo History"
"Credit Memo Totals","Credit Memo Totals"
"Create Shipment","Create Shipment"
"Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created.","Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created."
"Items to Invoice","Items to Invoice"
"Qty to Invoice","Qty to Invoice"
"Invoice History","Invoice History"
"Invoice Comments","Invoice Comments"
"Invoice Totals","Invoice Totals"
"Capture Amount","Capture Amount"
"Capture Online","Capture Online"
"Capture Offline","Capture Offline"
"Not Capture","Not Capture"
"Email Copy of Invoice","Email Copy of Invoice"
"Carrier","Carrier"
"Number","Number"
"Items to Ship","Items to Ship"
"Qty to Ship","Qty to Ship"
"Ship","Ship"
"Shipment Comments","Shipment Comments"
"Email Copy of Shipment","Email Copy of Shipment"
"Shipping and Tracking Information","Shipping and Tracking Information"
"Shipment History","Shipment History"
"Shipping &amp; Handling Information","Shipping &amp; Handling Information"
"Track order","Track order"
"Comments History","Comments History"
"Add after","Add after"
"This product is also part of bundle(s)","This product is also part of bundle(s)"
"Price as configured","Price as configured"
"Buy %1$s with %2$s discount each","Buy %1$s with %2$s discount each"
"No options of this product are available.","No options of this product are available."
"Your Points","Your Points"
